Subject Code,Course Number,Course Title,Description,Prerequisites,Lecture Hours,Repeat Status,Grade Mode,Schedule Type
AIST,4950,Special Topics in Information Technology,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Independent Study, Asynchronous Instruction"
AIST,4960,Undergraduate Internship (1 to 3 Credit Hours),,Prerequisites not found,1 to 3,Repeat Status not found,"Normal, Audit","Independent Study, Directed Study (one-to-one), Asynchronous Instruction"
AIST,5450,Accelerated Introduction to Python,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
AIST,6330,System and Network Administration,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
AIST,6353,Human Factors in Information Security,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
AIST,6355,Information Security Policy Development,,AIST6510 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
AIST,6357,Information Risk Management,,AIST6510 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
AIST,6359,Legal Issues in Information Security,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
AIST,6361,Principles of Incident Response and Disaster Recovery,,AIST6510 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
AIST,6363,Cloud Computing Security,,AIST6510 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
AIST,6365,Information Security Project Management,,AIST6510 >= C and AIST6515 >= C,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
AIST,6367,Information Security Project (3 to 6 Credit Hours),,(AIST6510 >= C and AIST6515 >= C),3 to 6,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
AIST,6369,Information Security and the Global Cyber Threat Environment,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
AIST,6410,"Data Management: Databases, Informatics, Data Science",,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
AIST,6510,Information Systems Security I,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
AIST,6515,Information Systems Security II,,AIST6510 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
AIST,6725,Cyber Security in Healthcare Settings,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
AIST,6900,Introduction to Information Security Research,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
AIST,6910,Investigating Information Security,,AIST6510 >= C and AIST6900 >= C,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
AIST,6950,Selected Topics in Information Security Management,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
AIST,7100,Data Analytics in Cybersecurity,,AIST6900 >= C,3,Repeat Status not found,"Normal, Audit",Lecture
AIST,7110,Qualitative Research Methods in Information Systems,,AIST6900 >= C,3,Repeat Status not found,"Normal, Audit",Lecture
AIST,7120,Quantitative Research Methods in Information Systems,,AIST6900 >= C,3,Repeat Status not found,"Normal, Audit",Lecture
AIST,7130,Advanced Quantitative Research Methods in Information Systems,,AIST7120 >= C,3,Repeat Status not found,"Normal, Audit",Lecture
AIST,7140,Foundational Theories in Information Systems Research,"Given that impactful information systems research often combines novelty with existing knowledge, this seminar is a combination of foundational IS theories and current research on contemporary IS phenomena. As such, this course covers foundational theories used in the information systems discipline. It then covers current topics in information systems from a theoretical approach.",Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Normal (A, B, C, D, F)",Lecture
AIST,7955,Advanced Topics in Human-Centered Computing,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Normal (A, B, C, D, F)",Lecture
AIST,8353,Human Factors in Information Security,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
AIST,8500,Topics in Behavioral Research,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Seminar - Small Group, Asynchronous Instruction"
APHS,7001,Learning Theories in Health Professions Education,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit",Seminar - Small Group
APHS,7002,Determining Learning Objectives and Competencies in Health Professions Education,,CAHS7001 >= B,1,Repeat Status not found,"Normal, Audit",Seminar - Small Group
APHS,7003,Assessment Methods in Health Professions Education,,CAHS7002 >= B,1,Repeat Status not found,"Normal, Audit",Seminar - Small Group
APHS,7120,Interprofessional Education and Practice,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit","Lecture, Seminar - Small Group"
APHS,8012,Scientific Communication and Commercialization,,Prerequisites not found,1,Repeat Status not found,"Normal, Audit",Lecture
APHS,8130,Grant Writing,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture
APHS,8503,Research Process,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Normal, Audit","Lecture, Seminar - Small Group"
APHS,9001,Advanced Topics (2 to 5 Credit Hours),,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Normal, Audit",Seminar - Small Group
APHS,9010,Doctoral Seminar - Research in Public Health,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit","Seminar - Small Group, Asynchronous Instruction"
APHS,9020,Qualitative Research Methods,,Prerequisites not found,3,Repeat Status not found,"N- Normal (A, B, C, D, F)",Schedule Type not found
APHS,9030,Methods in Health Outcomes Research,,Prerequisites not found,3,Repeat Status not found,"N- Normal (A, B, C, D, F)",Schedule Type not found
APHS,9040,Methods in Health Services Research,,Prerequisites not found,3,Repeat Status not found,"N- Normal (A, B, C, D, F)",Schedule Type not found
APHS,9210,Investigation of a Problem (1 to 12 Credit Hours),,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Supervised Lab/Clinic
APHS,9300,Dissertation Research (1 to 9 Credit Hours),,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit, In Progress",Dissertation
ARAB,1001,Elementary Modern Standard Arabic I,,Prerequisites not found,4,Repeat Status not found,"Normal, Audit",Lecture
ARAB,1002,Elementary Modern Standard Arabic II,,Prerequisites not found,4,Repeat Status not found,"Normal, Audit",Lecture
ARAB,2001,Intermediate Modern Standard Arabic I,,Prerequisites not found,4,Repeat Status not found,"Normal, Audit",Lecture
ARAB,2002,Intermediate Modern Standard Arabic II,,Prerequisites not found,4,Repeat Status not found,"Normal, Audit",Lecture
ARAB,2150,Arabic for Heritage Speakers,,Permission of instructor,3,Repeat Status not found,"Normal (A, B, C, D, F)",Lecture
ART,1000,Ceramics I for Non-Art Majors and Non-Art Minors,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Practice Teaching"
ART,1001,Oil Painting for Non-Art Majors and Non-Art Minors,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Practice Teaching"
ART,1002,Photography I for Non-Art Majors and Non-Art Minors,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Asynchronous Instruction"
ART,1003,Watercolor for Non-Art Majors,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Practice Teaching"
ART,1211,Drawing I: An Introduction to Techniques and Methods of Expression,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Practice Teaching, Internship/Practicum, Thesis"
ART,1520,Two-Dimensional Design,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Practice Teaching, Internship/Practicum, Thesis"
ART,1530,Three-Dimensional Design,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Practice Teaching, Internship/Practicum, Thesis"
ART,2010,The Marvel of Art,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
ART,2010,H - Honors: The Marvel of Art,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture
ART,2100,"Art Education, K-8; Teaching",,Prerequisites not found,2,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Practice Teaching, Internship/Practicum, Thesis"
ART,2212,Drawing II,,(ART1211 >= C) and (ART1520 >= C or ART1530 >= C),3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Practice Teaching, Internship/Practicum, Thesis"
ART,2611,Art History I Learning the A’s and B’s of Enacting Art History,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
ART,2612,Art History II: Charting the Historical Emergence of Modernism,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
ART,2700,Color Experience and Theory,,(ART1520 >= C or ART1530 >= C),3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
ART,3000,Humanities Studio Experience,,Prerequisites not found,0 to 3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Practice Teaching"
ART,3212,Drawing II,,(ART1211 >= C) and (ART1520 >= C or ART1530 >= C),3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
ART,3213,Drawing III: Figure Drawing,,(ART3212 >= C or ART2212 >= C or ART231 >= C),3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
ART,3221,Painting I for Art Majors and Art Minors,,ART1520 >= C and ART1530 >= C and ART1211 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Asynchronous Instruction, Practice Teaching, Internship/Practicum, Thesis, Dissertation"
ART,3222,Painting II,,(ART2221 >= C or ART241 >= C or ART3221 >= C),3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
ART,3231,Photography I for Art Majors and Art Minors,,(ART1520 >= C or ART102 >= C) and (ART1530 >= C or ART103 >= C) and (ART1211 >= C or ART131 >= C),3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Practice Teaching, Internship/Practicum, Thesis"
ART,3232,Photography II,,(ART3231 >= C or ART365 >= C),3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
ART,3233,Photography III,,ART3232 >= C,3,Repeat Status not found,"Normal, Audit","Lecture/Supervised Lab/Clinic, Asynchronous Instruction"
ART,3234,Photography IV,,ART3233 >= C,3,Repeat Status not found,"Normal, Audit","Lecture/Supervised Lab/Clinic, Asynchronous Instruction"
ART,3251,Printmaking I,,(ART1520 >= C or ART102 >= C) and (ART1530 >= C or ART103 >= C) and (ART1211 >= C or ART131 >= C),3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Practice Teaching, Internship/Practicum, Thesis"
ART,3261,Water-based Media Painting,,(ART1520 >= C or ART102 >= C) and (ART1211 >= C or ART131 >= C),3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Practice Teaching, Internship/Practicum, Thesis"
ART,3262,Watercolor II,,(ART3261 >= C or ART342 >= C),3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
ART,3263,Watercolor III,,ART3262 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Practice Teaching, Internship/Practicum, Thesis"
ART,3311,Sculpture: Carving I,,(ART1520 >= C or ART102 >= C) and (ART1530 >= C or ART103 >= C) and (ART1211 >= C or ART131 >= C),3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Practice Teaching"
ART,3312,Sculpture: Advanced Carving,,(ART3311 >= C or ART372 >= C),3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
ART,3313,Sculpture: Advanced Techniques in Carving,,ART3312 >= C,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
ART,3331,Sculpture: Figure Modeling I,,ART1211 >= C and ART1520 >= C and ART1530 >= C and ART3401 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Practice Teaching, Internship/Practicum, Thesis"
