Subject Code,Course Number,Course Title,Description,Prerequisites,Lecture Hours,Repeat Status,Grade Mode,Schedule Type
ENGL,6700,Special Topics in Writing,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Seminar - Small Group, Asynchronous Instruction"
ENGL,6800,Issues in Literary Criticism,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Seminar - Small Group, Asynchronous Instruction"
ENGL,6801,Methods and Materials for Teaching English to Speakers of Other Languages,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture/Supervised Lab/Clinic, Asynchronous Instruction"
ENGL,6950,Special Topics (1 to 3 Credit Hours),,Prerequisites not found,1 to 3,Repeat Status not found,"Normal, Audit","Seminar - Small Group, Independent Study, Asynchronous Instruction"
ELED,3151,Elementary Curriculum,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit","Lecture, Independent Study, Asynchronous Instruction"
ELED,3161,Classroom Management for Learning,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit","Lecture, Independent Study, Asynchronous Instruction"
ELED,3212,Literacy I: Basic Literacy for Elementary Education,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit","Lecture, Independent Study, Asynchronous Instruction"
ELED,3231,Elementary Science Education,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit","Lecture, Independent Study, Asynchronous Instruction"
ELED,3241,Elementary Social Studies Education,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit","Lecture, Independent Study, Asynchronous Instruction"
ELED,3252,Language Arts Curriculum,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit","Lecture, Independent Study, Asynchronous Instruction"
ELED,3271,Using Children’s Literature to Teach Reading,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit","Lecture, Independent Study, Asynchronous Instruction"
ELED,4313,Literacy II: Advanced Literacy Instruction for Elementary Education,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit","Lecture, Independent Study, Asynchronous Instruction"
ELED,4322,Elementary Mathematics Education,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit","Lecture, Independent Study, Asynchronous Instruction"
ELED,4332,STEAM Education,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Independent Study, Asynchronous Instruction"
ELED,4342,Elementary Social Studies Education II,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit","Lecture, Independent Study, Asynchronous Instruction"
ELED,4352,Educational Assessment for Learning,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit","Lecture, Independent Study, Asynchronous Instruction"
ELED,4381,The Creative Arts,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit","Lecture, Independent Study, Asynchronous Instruction"
ELED,4491,Elementary Culminating Residency,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,Satisfactory/Unsatisfactory,Lecture
MPHE,8900,Fundamentals of Air Pollution with a Lab,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
MPHE,8902,Environmental Toxicology,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
MPHE,8903,Occupational and Environmental Hygiene,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
MPHE,8904,Environmental Aquatic Sciences,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
MPHE,8905,Environmental Impact Risk and Exposure Assessment,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
EPID,7040,Epidemiology Capstone Project (2 to 5 Credit Hours),,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit","Asynchronous Instruction, Internship/Practicum"
EPID,7130,Introduction to Epidemiology,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
EPID,7370,Intermediate Epidemiology,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
EPID,7380,Chronic Disease Epidemiology,,STAT7130 >= C or EPID7130 >= C,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
EPID,7390,Infectious Disease Epidemiology: Theory and Methods,,STAT7130 >= B,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
ESTD,5601,Esthetic Restorative Dentistry,,Prerequisites not found,1,Repeat Status not found,Satisfactory/Unsatisfactory,Lecture/Supervised Lab/Clinic
ESTD,9001,Esthetic Seminar I,,Prerequisites not found,1,Repeat Status not found,"Normal, Audit",Seminar - Small Group
ESTD,9002,Esthetic Seminars II,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit",Seminar - Small Group
ESTD,9003,Esthetic Seminars III,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit",Seminar - Small Group
ESTD,9901,Esthetic Fellowship Clinic I,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Internship/Practicum
ESTD,9902,Esthetic Fellowship Clinic II,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Internship/Practicum
ESTD,9903,Esthetic Fellowship Clinic III,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Internship/Practicum
ETHD,5002,"Ethics, Jurisprudence and Dentistry",,Prerequisites not found,1,Repeat Status not found,Satisfactory/Unsatisfactory,Lecture
ETHD,5602,"Ethics, Jurisprudence, and Dentistry",,Prerequisites not found,1,Repeat Status not found,Satisfactory/Unsatisfactory,Lecture
EURO,3234,Introduction to the EU,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
EURO,4090,Selected Topics in EU Studies,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
EURO,4130,European Union Studies,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
EURO,4160,Federalism and Multilevel Governance in the EU,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
EURO,4230,Doing Business in the EU,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
EURO,4260,European Monetary Union,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
EURO,4330,European Union Science and Technology Policy,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
EURO,4430,EU Environmental Policy,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
EURO,4530,European Social Policy,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
EURO,4630,Communications and Media,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
EURO,4730,EU Foreign Policy,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
EURO,4760,United States - European Union Relations,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
EURO,4830,EU Studies Capstone Course,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
FMPC,5000,Basic Clerkship Family Medicine,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FMPC,5003,Family Medicine Sub-I,,Prerequisites not found,5,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FMPC,5007,Family Medicine Off-Campus Externship (4 to 8 Credit Hours),,Prerequisites not found,5,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture/Supervised Lab/Clinic
FMPC,5008,Family Medicine Externship (4 to 8 Credit Hours),,Prerequisites not found,5,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture/Supervised Lab/Clinic
FMPC,5009,Family Medicine Research (4 to 8 Credit Hours),,Prerequisites not found,5,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture/Supervised Lab/Clinic
FMPC,5015,Primary Care Sports Medicine (4 to 8 Credit Hours),,Prerequisites not found,5,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture/Supervised Lab/Clinic
FMPC,5017,Rural Family Medicine (4 to 8 Credit Hours),,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture/Supervised Lab/Clinic
FMPC,5018,Vulnerable Populations Elective (4 to 8 Credit Hours),,Prerequisites not found,1,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture/Supervised Lab/Clinic
FMPC,5019,Family Medicine Procedures (4 to 8 Credit Hours),,Prerequisites not found,10,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture/Supervised Lab/Clinic
FMPC,5020,Health Policy and Advocacy (4 to 8 Credit Hours),,Prerequisites not found,4,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture/Supervised Lab/Clinic
FMPC,5022,Georgia War Geriatrics and Palliative Care Elective,,Prerequisites not found,1,Repeat Status not found,Satisfactory/Unsatisfactory,Lecture/Supervised Lab/Clinic
FMPC,5999,Basic Clerkship Remediation in Family Medicine,,FMPC5000,Lecture Hours not found,Repeat Status not found,Satisfactory/Unsatisfactory,Independent Study
FMPC,6000,Population Health/Business in Medicine (4 to 8 Credit Hours),,Prerequisites not found,7,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture
FMPC,6001,Bioethics Scholarly Activity,,PHIL5004,7,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Directed Study (one-to-one)
FMPC,6002,Bioethics Capstone Course,,PHIL5004,3,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture
FMPC,6003,Bioethics Practicum,,Prerequisites not found,7,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Seminar - Small Group
FMPC,6004,Food As Medicine: Addressing Diet-Related Illnesses Affected by Poverty (4 to 8 Credit Hours),,Prerequisites not found,7,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Supervised Lab/Clinic
FMPC,6599,M4 Student Chief,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,S- Satisfactory/Unsatisfactory,81- Internship/Practicum
RFAP,5000,Family Practice,,Prerequisites not found,10,Repeat Status not found,Satisfactory/Unsatisfactory,Internship/Practicum
FILM,1100,Film Appreciation,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture
FILM,1100,H - Honors: Film Appreciation,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture
FILM,2000,The Art of Film,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture
FILM,3010,Screenwriting,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Independent Study, Asynchronous Instruction"
FILM,3030,Cinematography,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture/Supervised Lab/Clinic, Independent Study, Asynchronous Instruction"
FILM,4000,Short Film Production,,FILM2000 >= C and FILM3010 >= C and COMM3020 >= C and FILM3030 >= C,4,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,2000,Approaches to Acting,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,2001,The Art of Film,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,2010,Performance Composition,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,3000,Voice and Movement,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,3001,History of Performance I,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,3002,History of Performance II,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,3010,Writing for the Stage,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,3011,Screenwriting,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,3020,Directing for the Stage,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,3021,Directing for Film,,FITH2001 >= C,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,3030,Cinematography,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,3101,Performance Practicum (1 to 3 Credit Hours),,Prerequisites not found,1 to 3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,3102,Production Practicum (1 to 3 Credit Hours),,Prerequisites not found,1 to 3,Repeat Status not found,"Normal, Audit",Internship/Practicum
FITH,3200,Place and Context,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,3300,Combat for Stage and Screen,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,4000,Theory and Practice,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,4150,Performance Art,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,4500,Short Film Production,,FITH2001 >= C and FITH3011 >= C and COMM3320 >= C and FITH3030 >= C,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,4510,Feature Film Production,,FITH2001 >= C and FITH3001 >= C and FITH3030 >= C and COMM3320 >= C,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,4520,Music Video Production,,FITH3030 >= C and (COMM3320 >= C or FILM3030 >= C),3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,4530,Experimental Film Production,,FITH3030 >= C and (COMM3320 >= C or COMM3030 >= C),3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,4600,Research in Performance,,FITH3000 >= C and (FITH3010 >= C or FITH3020 >= C),3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,4610,Advanced Acting Styles,,FITH2000 >= C,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,4620,"Place, Performance, and Authenticity",,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,4630,Visual Culture as Performance,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,4800,Creative Expression through Multiple Media,,(FITH4500 >= C or FITH4600 >= C),3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,4920,Study Abroad: Topics in International Film and Theatre,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,4950,Special Topics,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FITH,4960,Internship,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
FINC,1410,Personal Finance,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FINC,3400,Corporate Finance,,ACCT2101 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FINC,3405,Financial Planning,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FINC,3410,Risk Management,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FINC,3420,Real Estate,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FINC,3421,Investments,,Prerequisites not found,3,Repeat Status not found,"N- Normal (A, B, C, D, F)","Lecture, Asynchronous Instruction"
FINC,4410,Advanced Corporate Finance,,(FINC3400 >= C or FIN315 >= C),3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FINC,4420,Financial Markets and Institutions,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FINC,4430,Advanced Investments,,Prerequisites not found,3,Repeat Status not found,"N- Normal (A, B, C, D, F)",10- Lecture
FINC,4450,Case Studies in Finance,,FINC4410 >= C and FINC4421 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Asynchronous Instruction"
FINC,4460,Employee Benefits and Retirement Plans,"A strong and rigorous foundation in retirement planning and employee benefits to begin preparation for the CFP Exam and for a career as a professional financial planner. More specifically, an overview of retirement planning needs, products, retirement plans, tools, and strategies used by financial professionals to help individuals, families, and companies (e.g., most commonly small business owners) choose and implement an effective retirement planning strategy. Student performance is assessed through exams, assignments, and projects in a variety of formats including written, verbal, visual, software/Excel analysis, and multiple choice/true false assessments.",Prerequisites not found,3,Repeat Status not found,"N- Normal (A, B, C, D, F)",10- Lecture
FINC,4470,Estate Planning,"The application of estate planning methodologies and policies to personal financial planning. Emphasis is placed on developing skills required of a financial professional in advising clients regarding the importance of estate planning, the consequences of failure to plan, and techniques available to achieve the client’s estate planning goals.",Prerequisites not found,3,Repeat Status not found,"N- Normal (A, B, C, D, F)",10- Lecture
FINC,4950,Selected Topics in Finance,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Independent Study, Asynchronous Instruction"
FINC,6400,Managerial Finance,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FDNS,6500,Special Topics in Nutrition and Foods,,Prerequisites not found,1,Repeat Status not found,"Normal, Audit","Lecture, Seminar - Small Group"
FDNS,7200,Advanced Nutrition- Macronutrients,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture
FDNS,7210,Advanced Nutrition- Micronutrients,,FDNS7200 >= B,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FDNS,7300,Advanced Nutritional Status Assessment Techniques Lab,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction, Practice Teaching"
FDNS,7350,Nutrition for Older Adults,,CAHS7100 >= B,2,Repeat Status not found,"Normal, Audit",Lecture
FDNS,7380,"Maternal, Infant, and Child Nutrition",,Prerequisites not found,2,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FDNS,7400,Advanced Medical Nutrition Therapy,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit",Lecture
FDNS,7500,"Obesity: Prevention, Treatment, and Management",,FDNS7400 >= B,2,Repeat Status not found,"Normal, Audit",Lecture
FDNS,7650,"Food, Culture, and Sustainability",,FDNS7400 >= B,2,Repeat Status not found,"Normal, Audit",Lecture
FDNS,7800,Nutrition Independent Study,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit","Independent Study, Asynchronous Instruction"
FDNS,7850,Dietetic Internship,,Prerequisites not found,3,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Internship/Practicum
FDNS,7900,Nutritional Genomics,,FDNS7210 >= B and CAHS7100 >= B,3,Repeat Status not found,"Normal, Audit",Lecture
FREN,1001,Elementary French I,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FREN,1002,Elementary French II,,FREN1001 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FREN,2001,Intermediate French I,,FREN1002 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FREN,2002,Intermediate French II,,FREN2001 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FREN,2950,Studies in Francophone Culture,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FREN,3100,Oral Expression in French,,FREN2002 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FREN,3210,Studies of Culture in French-Speaking World,,FREN2002 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FREN,3221,Studies of Culture in France: Hexagon,,FREN2002 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FREN,3300,Written Expression in French,,FREN2002 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FREN,3400,French Phonetics,,FREN2002 >= C,3,Repeat Status not found,"Normal, Audit",Lecture
FREN,3510,Introduction to French Literature,,FREN2002 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FREN,3620,French for Health and Medical Professions,,FREN2002 >= C,3,Repeat Status not found,"Normal, Audit","Lecture/Unsupervi Lab/Clinic, Asynchronous Instruction"
FREN,3710,French Cinema,,FREN2002 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FREN,4100,Advanced Oral Expression,,FREN2002 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FREN,4300,Advanced Written Expression,,FREN2002 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FREN,4560,The Novel in French,,FREN2002 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FREN,4590,Literature in Translation,,(HUMN2002 >= C or HUMN2002H >= C or HUM222 >= C),3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
FREN,4801,Methods and Materials for Teaching World Language I,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Asynchronous Instruction"
FREN,4802,Methods and Materials for Teaching World Language II,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Asynchronous Instruction"
FREN,4950,Selected Topics in French,,FREN2002 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Seminar - Small Group, Independent Study, Asynchronous Instruction"
FREN,6560,The Novel in French,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Seminar - Small Group, Asynchronous Instruction"
FREN,6801,Methods and Materials for Teaching World Languages I,,Prerequisites not found,3,Repeat Status not found,"Normal (A, B, C, D, F)",Lecture
FREN,6802,Methods and Materials for Teaching World Languages II,,Prerequisites not found,3,Repeat Status not found,"Normal (A, B, C, D, F)",Lecture
FREN,6950,Selected Topics in French,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Seminar - Small Group, Asynchronous Instruction"
RGAS,5000,Gastroenterology/Hepatology,,Prerequisites not found,10,Repeat Status not found,Satisfactory/Unsatisfactory,Internship/Practicum
AGDR,7023,AEGD Didactics,,Prerequisites not found,125,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit","Lecture, Seminar - Small Group"
AGDR,7024,Advanced General Dentistry Clinic - Patient Care,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Supervised Lab/Clinic
AGDR,7033,AEGD Didactics,,Prerequisites not found,10,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture
AGDR,7034,AEGD Clinic,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Supervised Lab/Clinic
GDBC,5706,Bioclinical Seminar VI,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Normal, Audit",Seminar - Small Group
GDBC,5807,Bioclinical Seminar VII,,Prerequisites not found,24,Repeat Status not found,"Normal, Audit",Seminar - Small Group
GDCC,5791,Comprehensive Care Clinic I,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Normal, Audit",Supervised Lab/Clinic
GDCC,5892,Comprehensive Care Clinic II,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Normal, Audit",Supervised Lab/Clinic
GDDL,5791,Georgia Dental Licensure I,,Prerequisites not found,1,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture/Supervised Lab/Clinic
GDDL,5892,Georgia Dental Licensure II,,Prerequisites not found,1,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
GADL,5902,General Dentistry in Licensure in Georgia Part 2,,Prerequisites not found,7,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
GDEN,5901,Honors Esthetic and Implants Dentistry I,,CMPC5901 >= B and IMPL5001 >= B,Lecture Hours not found,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
GDEN,5902,Honors Esthetic and Implants Dentistry II,,GDEN5901 >= C,Lecture Hours not found,Repeat Status not found,"Normal, Audit",Supervised Lab/Clinic
ADPD,5101,Professional Development Foundations I,,Prerequisites not found,4,Repeat Status not found,"Normal, Audit",Lecture
ADPD,5202,Professional Development Foundations II,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit",Lecture
ADPD,5303,Professional Development Foundations III,,Prerequisites not found,1,Repeat Status not found,"Normal, Audit",Lecture
ADPD,5404,Professional Development Foundations IV,,Prerequisites not found,1,Repeat Status not found,"Normal, Audit",Lecture
ADPD,5505,Professional Development Foundations V,,Prerequisites not found,1,Repeat Status not found,"Normal, Audit",Lecture
ADPD,5606,Professional Development Foundations VI,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture
ADPD,5707,Professional Development Foundations VII,,Prerequisites not found,1,Repeat Status not found,"Normal, Audit",Lecture
ADPD,5808,Professional Development Foundations VIII,,Prerequisites not found,1,Repeat Status not found,"Normal, Audit",Lecture
GPRR,7021,General Practice Didactics,,Prerequisites not found,10,Repeat Status not found,Satisfactory/Unsatisfactory,Seminar - Small Group
GPRR,7023,General Practice Didactic Course,,Prerequisites not found,10,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Seminar - Small Group
GPRR,7024,General Practice Clinic,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture/Supervised Lab/Clinic
GPRR,7031,General Practice Didactics,,Prerequisites not found,22,Repeat Status not found,Satisfactory/Unsatisfactory,Seminar - Small Group
GPRR,7033,General Practice Didactics,,Prerequisites not found,10,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture
GPRR,7034,General Practice Clinic,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Supervised Lab/Clinic
GPRR,7213,General Practice Didactics,,Prerequisites not found,13,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Seminar - Small Group
GPRR,7214,General Practice Clinic,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Supervised Lab/Clinic
GPRR,7233,General Practice Didactics,,Prerequisites not found,10,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture
GPRR,7234,General Practice Clinic,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Supervised Lab/Clinic
GDTS,5701,Indications-Based Treatment Solutions Seminar I,,Prerequisites not found,8,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Seminar - Small Group
GDTS,5802,Indications-Based Treatment Solutions Seminar II,,Prerequisites not found,16,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Seminar - Small Group
GNMD,8000,Genetic Mechanisms of Hereditary Cancer,,Prerequisites not found,2,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture
GNMD,8050,Computational Methods in Genomics and Genetics,,Prerequisites not found,3,Repeat Status not found,Normal,Lecture/Supervised Lab/Clinic
GNMD,8051,Translational Genomics and Proteomics,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture
GNMD,8052,Functional Genomics and Proteomics Using Animal Models,,Prerequisites not found,3,Repeat Status not found,Normal,Lecture
GNMD,8060,Genomic Medicine Seminar,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Seminar - Small Group
